oui	companyName
D0:23:DB	"Apple, Inc"
18:AF:61	"Apple, Inc"
20:2D:F8	Digital Media Cartridge Ltd
E8:B4:70:5	Alperia Fiber srl
8C:47:BE	Dell Inc
70:90:B7	"Huawei Device Co, Ltd"
00:1B:9D	Novus Security Sp. z o.o.
00:50:C2:75:F	B. Rexroth the identity Co GmbH
F0:08:F1	"Samsung Electronics Co, Ltd"
C8:C7:91	Zero1.tv GmbH
34:E6:D7	Dell Inc
74:1A:E0:9	Private
00:40:24	Compac Inc
00:0F:3A	Hisharp
00:18:9C	Weldex Corp
5C:F3:70	"CC&C Tech, Inc"
8C:5D:60	"Uci Corp Co, Ltd"
88:5F:E8:8	"Changsha Xiangji-Haidun Tech Co, Ltd"
E8:9E:0C	Max8usa Distributors Inc
00:40:74	Cable And Wireless
00:19:63	Sony Corp
00:50:C2:80:C	"Luxpert Tech Co, Ltd"
28:10:1B	MagnaCom
38:A2:8C	"Shenzhen RF-Link Tech Co, Ltd"
B8:F8:83	"TP-Link Tech Co, Ltd"
C4:63:54	"U-Raku, Inc"
00:50:C2:E6:9	Netmaker
24:5F:DF	Kyocera Corp
3C:9B:D6	"Vizio, Inc"
08:2E:36	"Huawei Device Co, Ltd"
00:21:A9	"Mobilink Telecom Co, Ltd"
F4:A5:2A	Hawa Tech Inc
E4:2C:56	"Lilee Systems, Ltd"
88:E9:17	Tamaggo
D4:4C:9C	Shenzhen Yoobao Tech CoLtd
80:4E:81	"Samsung Electronics Co, Ltd"
70:B3:D5:3E:7	"Jnr Sports Holdings, Llc"
20:17:42	LG Electronics
00:20:D4	"Cabletron Systems, Inc"
00:19:A5	RadarFind Corp
00:23:26	Fujitsu Ltd
00:23:69	"Cisco-Linksys, Llc"
18:3F:47	"Samsung Electronics Co, Ltd"
70:B3:D5:9C:7	"Yuyama Mfg Co, Ltd"
1C:6E:E6	Nhnetworks
00:03:ED	"Shinkawa Electric Co, Ltd"
00:04:4C	Jenoptik
00:1E:F0	Gigafin Networks
00:50:C2:AD:C	Synthesechemie Dr. Penth GmbH
70:B3:D5:80:B	"Fischer Block, Inc"
58:BD:A3	"Nintendo Co, Ltd"
70:B3:D5:B8:A	Nexus Tech VN
1C:A0:D3:4	Npo Telecom Jsc
24:5D:FC:7	Lty Llc
70:B3:D5:F1:4	"Sanyu Switch Co, Ltd"
80:91:33	AzureWave Tech Inc
00:05:74	"Cisco Systems, Inc"
00:19:45	"RF COncepts, Llc"
00:50:C2:78:9	Rosslare Enterprises Ltd
14:EB:33	"BSMediasoft Co, Ltd"
9C:F6:7D	"Ricardo Prague, s.r.o."
B4:CE:FE	James Czekaj
CC:69:FA	"Apple, Inc"
A8:E2:C1	Texas Instruments
CC:81:2A	"vivo Mobile Communication Co, Ltd"
00:50:C2:26:C	Crystal Vision Ltd
BC:4E:3C	"Core Staff Co, Ltd"
28:6A:B8	"Apple, Inc"
80:0A:06	"Comtec Co, Ltd"
30:51:F8	Byk-Gardner GmbH
08:D5:9D	Sagemcom Broadband Sas
88:98:21	Teraon
F0:DA:7C	"Rlh Industries, Inc"
00:59:79	Networked Energy Services
D0:14:11	Ieee Registration Authority
00:03:74	Control Microsystems
00:50:C2:19:B	"Wilcoxon Research, Inc"
00:12:63	Data Voice Tech GmbH
00:21:42	Advanced Control Systems doo
CC:E0:DA	"Baidu Online Network Tech (Beijing) Co, Ltd"
84:3B:10	Lv switch Inc
00:50:C2:58:E	Penny & Giles Aerospace Ltd
4C:25:78	Nokia Corp
2C:5B:E1	"Centripetal Networks, Inc"
00:00:96	Marconi Electronics Ltd
8C:42:6D	"Huawei Tech Co, Ltd"
24:15:10:2	Nile Global Inc
70:B3:D5:BE:0	"Cognosos, Inc"
10:39:E9	Juniper Networks
88:54:1F	"Google, Inc"
BC:69:CB	"Panasonic Life Solutions Networks Co, Ltd"
00:12:AE	Hls Hard-Line Solutions Inc
00:12:E7	Projectek Networking Electronics Corp
00:50:C2:49:A	"TelASIC Communications, Inc"
00:1E:58	D-Link Corp
00:21:96	Telsey Spa
1C:CA:E3:C	Gahdeung Elecom
6C:10:8B	WeLink Communications
50:2A:8B	Telekom Research and Development Sdn Bhd
70:B3:D5:38:F	Sorynorydotcom Inc
70:B3:D5:27:E	Mettler Toledo
90:0A:39	"Wiio, Inc"
00:81:C4	"Cisco Systems, Inc"
00:0C:57	Mackie Engineering Services Belgium Bvba
00:17:56	Vinci Labs Oy
00:23:8F	Nidec Copal Corp
00:25:21	"Logitek Electronic Systems, Inc"
00:50:C2:A9:9	HaiVision Systems Inc
70:B3:D5:EC:E	Comm-connect A/S
20:54:FA	"Huawei Tech Co, Ltd"
6C:21:A2	"Ampak Tech, Inc"
FC:CD:2F:8	Asesorias y Servicios Innovaxxion Spa
70:B3:D5:C5:7	eBZ GmbH
7C:ED:8D	Microsoft
50:ED:78	"Changzhou Yongse Infotech Co, Ltd"
B4:99:4C	Texas Instruments
14:A3:2F	"Huawei Device Co, Ltd"
BC:A3:7F	Rail-Mil Sp. z o.o. Sp. K.
20:E7:B6	"Universal Electronics, Inc"
CC:C8:D7	Cias Elettronica srl
64:E8:4F	Serialway Communication Tech Co Ltd
00:08:E3	"Cisco Systems, Inc"
00:0C:7C	Internet Information Image Inc
00:50:C2:24:8	Dixtal Biomedica Ind. Com. Ltda
00:15:3D	Elim Product Co
00:1E:B9	Sing Fai Tech Ltd
14:07:E0	Abrantix AG
94:7E:B9	National Narrowband Network Communications Pty Ltd
70:B3:D5:69:8	Ziehl-Abegg SE
00:05:1E	Brocade Communications Systems Llc
20:BF:DB	Dvl
F8:BF:09	"Huawei Tech Co, Ltd"
44:82:E5	"Huawei Tech Co, Ltd"
4C:91:7A	Ieee Registration Authority
10:C3:AB	"Huawei Tech Co, Ltd"
94:E3:6D	Texas Instruments
70:B3:D5:48:0	Emergency Lighting Products Ltd
00:1D:EB	Dinec International
64:68:0C	Comtrend Corp
B8:94:D2	Retail Innovation Htt AB
00:50:C2:AB:6	Gygax Embedded Engineering Gee.ch
F8:DB:7F	Htc Corp
B8:38:61	"Cisco Systems, Inc"
8C:15:C7	"Huawei Tech Co, Ltd"
70:B3:D5:15:7	Shanghai Jupper Tech CoLtd
C0:C5:22	"Arris Group, Inc"
F0:41:C8:7	"Nanchang BlackShark Co, Ltd"
00:50:9F	Horizon Computer
00:0B:A2	"Sumitomo Electric Industries, Ltd"
00:1C:C0	Intel Corp
00:50:C2:85:C	B S E
00:25:A6	"Central Network Solution Co, Ltd"
E0:2F:6D	"Cisco Systems, Inc"
00:60:10	"Network Machines, Inc"
00:50:C2:A6:8	X-Pert Paint Mixing Systems
24:33:6C	Private
98:02:D8:3	Grammer EiA Electronics nv
1C:82:59:A	ESTec Corp
C0:B5:CD	"Huawei Device Co, Ltd"
00:1B:CC	"Kingtek Cctv Alliance Co, Ltd"
00:50:C2:DD:9	Metraware
10:07:23:0	RippleTek Tech Ltd
E8:9E:B4	"Hon Hai Precision Ind. Co, Ltd"
70:B3:D5:BE:A	Virtuosys Ltd
30:D6:59	Merging Tech SA
9C:4E:36	Intel Corp
10:4A:7D	Intel Corp
B8:44:D9	"Apple, Inc"
38:F3:2E	Skullcandy
4C:93:A6:B	Felten Electronics
84:3A:5B	Inventec(Chongqing) Corp
00:26:A5	"Microrobot.Co, Ltd"
98:AA:FC:A	"Senko Co, Ltd"
D0:D7:83	"Huawei Tech Co, Ltd"
A4:81:7A	Cig Shanghai Co Ltd
98:06:37:D	VR Tech(Shenzhen) Ltd
70:B3:D5:4C:A	Pcb Piezotronics
CC:1B:E0:A	Matter Labs Pty Ltd
00:A0:BC	"Viasat, Inc"
00:C0:E9	"Oak Solutions, Ltd"
00:0B:58	Astronautics C.A Ltd
00:11:13	Fraunhofer Fokus
C4:5D:D8	Hdmi Forum
A0:06:27	Nexpa System
00:60:5F	Nippon Unisoft Corp
00:80:9F	Ale International
94:9F:3E	"Sonos, Inc"
34:69:87	zte Corp
14:A9:D0	"F5 Networks, Inc"
5C:DE:34	"Shenzhen Mercury Communication Tech Co, Ltd"
00:30:9D	"Nimble Microsystems, Inc"
00:23:62	Goldline Controls
A4:DA:22:D	"Shen Zhen City YaKun Electronics Co, Ltd"
48:27:59	Levven Electronics Ltd
80:AD:67	Kasda Networks Inc
20:85:93:5	Wave-In Communication
00:10:CE	"Volamp, Ltd"
00:04:1E	"Shikoku Instrumentation Co, Ltd"
9C:4E:20	"Cisco Systems, Inc"
00:1B:C5:02:D	Ddtronik Dariusz Dowgiert
00:50:C2:F7:1	"RF Code, Inc"
24:A4:3C	Ubiquiti Networks Inc
00:50:C2:45:9	Phytec Messtechnik GmbH
40:D8:55:0B:9	WxBR Sistemas de Telecomunicacoes Ltda
A8:5B:78	"Apple, Inc"
3C:7A:8A	"Arris Group, Inc"
BC:3E:CB	"vivo Mobile Communication Co, Ltd"
00:02:90	"Woorigisool, Inc"
00:17:D9	Aai Corp
84:AC:A4	"Beijing Novel Super Digital TV Tech Co, Ltd"
04:8D:38	Netcore Tech Inc
70:B3:D5:8B:A	Tiama
08:AC:C4	FMTech
E0:DB:D1	Technicolor CH Usa Inc
70:B3:D5:66:0	"Smart Service Tech Co, Ltd"
38:1C:23	"Hilan Tech Co, Ltd"
00:20:0A	Source-Comm Corp
00:09:1E	Firstech Tech Corp
00:0E:9C	Benchmark Electronics
00:0F:26	WorldAccxx Llc
00:1A:D2	Eletronica Nitron Ltda
84:8E:96	Embertec Pty Ltd
88:B1:11	Intel Corp
68:07:0A	TPVision Europe B.V
DC:91:BF	Amazon Tech Inc
00:30:AA	"Axus Microsystems, Inc"
00:0C:F5	InfoExpress
00:25:48	Nokia Danmark A/S
8C:7E:B3	"Lytro, Inc"
84:BA:3B	Canon Inc
EC:AF:97	Git
60:1D:9D	"Sichuan AI-Link Tech Co, Ltd"
64:17:59	"Intellivision Holdings, Llc"
00:1A:0D	"HandHeld entertainment, Inc"
00:50:C2:DD:7	Tornado Modular Systems
1C:52:16	"Dongguan Hele Electronics Co, Ltd"
70:B3:D5:6E:5	Deuta Werke GmbH
34:E8:94	"TP-Link Tech Co, Ltd"
C8:B4:22	Askey Computer Corp
A8:5B:36:C	Ater Tech Co Ltd
34:04:9E:E	ND SatCom GmbH
00:40:CF	"Strawberry Tree, Inc"
00:C0:18	Lanart Corp
00:02:14	Dtvro
00:1F:F8	"Siemens AG, Sector Industry, Drive Tech, Motion Control Systems"
00:23:C8	Team-R
00:1B:C5:0C:1	Eree Electronique
24:15:10:E	"Satellite Link Tech Co, Ltd"
4C:49:4F	zte Corp
00:1B:CF	Dataupia Corp
00:1C:56	"Pado Systems, Inc"
00:50:C2:B2:6	Elko Systems
64:E8:92	"Morio Denki Co, Ltd"
70:B3:D5:21:5	Dataspeed Inc
70:B3:D5:D2:4	Microtronics Engineering GmbH
E0:D7:BA	Texas Instruments
BC:75:36	"Alpsalpine Co,.Ltd"
00:40:5D	"Star-Tek, Inc"
00:02:C5	Evertz Microsystems Ltd
00:30:8B	Brix Networks
60:9F:9D	CloudSwitch
2A:EA:15	Tibit Communications
90:CC:DF	Intel Corp
00:50:C2:33:C	SkipJam
00:11:6B	"Digital Data Communications Asia Co, Ltd"
00:18:E5	Adhoco AG
00:F7:6F	"Apple, Inc"
AC:5A:EE	"China Mobile Group Device Co, Ltd"
A8:E9:78	"Huawei Device Co, Ltd"
00:05:CB	"Rois Tech, Inc"
00:1F:E1	"Hon Hai Precision Ind. Co, Ltd"
00:21:E2	visago Systems & Controls GmbH & Co KG
8C:0D:76	"Huawei Tech Co, Ltd"
78:D8:00:E	CL International
48:68:34	"Silicon Motion, Inc"
00:01:B5	"Turin Networks, Inc"
00:50:C2:2E:3	MG Industrieelektronik GmbH
30:46:9A	Netgear
00:50:C2:E5:2	Famas System S.p.A.
00:07:38	"Young Tech Co, Ltd"
00:1E:D7	"H-Stream Wireless, Inc"
B8:5A:73	"Samsung Electronics Co, Ltd"
00:17:5D	Dongseo system.
00:50:C2:90:0	Magor Communications Corp
00:50:C2:B4:B	"Chitose Co, Ltd"
70:B3:D5:5D:6	Bmt Messtechnik GmbH
18:DF:C1	Aetheros
00:50:C2:60:5	Swistec GmbH
70:3E:AC	"Apple, Inc"
F0:B0:14	Avm Audiovisuelles Marketing und Computersysteme GmbH
70:B3:D5:C0:8	Talleres de Escoriaza SA
24:DE:C6	"Aruba, a Hewlett Packard Enterprise Co"
48:9A:42	Technomate Ltd
1C:87:74:B	Habey Usa Inc
70:B3:D5:91:3	"Shenzhen Riitek Tech Co, Ltd"
00:23:2C	Senticare
00:24:6E	Phihong Usa Corp
00:50:C2:B7:1	Digitale Analoge COMponenten West Electronic Vertriebs GmbH
E4:FA:1D	Pad Peripheral Advanced Design Inc
D0:77:14	"Motorola Mobility Llc, a Lenovo Co"
60:18:95	Dell Inc
00:06:E1	Techno Trade s.a
18:21:95	"Samsung Electronics Co, Ltd"
70:B3:D5:10:7	Ooo Alyans
00:A0:A0	"Compact Data, Ltd"
00:14:9F	"System and Chips, Inc"
90:01:3B	Sagemcom Broadband Sas
E8:9F:EC	"Chengdu KT Electronic HI-Tech Co, Ltd"
8C:1F:64:3A:4	Qlm Tech Ltd
00:20:57	Titze Datentechnik GmbH
00:12:93	Abb Power Protection (CH)
00:30:D9	Datacore Software Corp
04:D3:CF	"Apple, Inc"
88:A9:B7	"Apple, Inc"
44:AD:B1	Sagemcom Broadband Sas
AC:11:D3	Suzhou Hotek Video Tech Co Ltd
70:B3:D5:EA:1	Qntra Tech
00:E0:3C	AdvanSys
00:50:C2:18:D	Ccii Systems (Pty) Ltd
00:14:D1	"TRENDnet, Inc"
00:15:AD	Accedian Networks
00:1A:83	Pegasus Tech Inc
68:B5:99	Hewlett Packard
70:B3:D5:92:A	Miravue
70:B3:D5:7D:6	Yukilab
00:80:AD	CNet Tech Inc
00:D0:A2	Integrated Device
00:22:45	Leine & Linde AB
00:22:BF	SieAmp Group of Companies
B0:1F:81:C	Access Device Integrated Communications Corp
B4:A9:84	Symantec Corp
70:B3:D5:80:C	Algra tec AG
00:A0:42	Spur Products Corp
00:22:CB	Ionodes Inc
7C:6F:06	Caterpillar Trimble Control Tech
68:AE:20	"Apple, Inc"
3C:42:7E:E	"Xiaoniu network Tech (Shanghai) Co, Ltd"
44:22:95	China Mobile Iot Ltd Co
30:FB:94	"Shanghai Fangzhiwei Information Tech Co, Ltd"
DC:E5:33:E	Giant Power Tech Biomedical Corp
00:C0:98	"Chuntex Electronic Co, Ltd"
00:30:D0	Tellabs
00:18:BE	Ansa Corp
00:50:C2:69:9	Bulletendpoints Enterprises Inc
00:50:C2:73:B	On Air Networks
00:21:02	UpdateLogic Inc
B4:0E:DC	"LG-Ericsson Co, Ltd"
0C:68:03	"Cisco Systems, Inc"
70:B3:D5:00:2	Gogo BA
38:F7:CD:0	Polska Fabryka Wodomierzy i Ciep?omierzy Fila
0C:60:46	"vivo Mobile Communication Co, Ltd"
00:02:EB	Pico Communications
00:60:8C	3com
00:A0:01	Drs Signal Solutions
00:1C:2A	Envisacor Tech Inc
18:3D:A2	Intel Corp
00:50:C2:F3:6	Visitech AS
48:0C:49	Nakayo Inc
A8:BD:27	Hewlett Packard Enterprise
70:B3:D5:F4:9	Zmbizi App Llc
8C:1F:64:28:A	Arcopie
28:79:94	"Realplay Digital Tech(Shenzhen) Co, Ltd"
58:48:49:E	Avadesign Tech Co Ltd
00:1C:AE	"WiChorus, Inc"
FC:83:99	Avaya Inc
14:4F:D7:0	annapurnalabs
00:40:BD	"Starlight Networks, Inc"
00:24:61	Shin Wang Tech
60:38:0E	"Alpsalpine Co,.Ltd"
00:50:C2:CC:5	Tecnovum AG
70:B3:D5:E4:E	Midfin Systems
14:AB:56	"Wuxi Funide Digital Co, Ltd"
14:EF:CF	Schreder
00:25:22	ASRock Incorporation
B4:3D:B2	Degreane Horizon
E4:F3:65	"Time-O-Matic, Inc"
74:A7:8E	zte Corp
F4:CA:24	"FreeBit Co, Ltd"
A0:04:60	Netgear
7C:70:BC:C	Lukup Media
A0:22:4E	Ieee Registration Authority
00:90:38	"Fountain Tech, Inc"
00:0B:4B	Visiowave SA
00:12:82	Qovia
00:1C:EA	"Scientific Atlanta, Inc"
28:6A:BA	"Apple, Inc"
50:3C:C4	Lenovo Mobile Communication Tech Ltd
94:E2:3C	Intel Corp
00:50:C2:A7:1	Purite Ltd
40:D8:55:0F:8	Better Place
6C:AA:B3	Ruckus Wireless
18:F8:7A	i3 International Inc
6C:41:0E	"Cisco Systems, Inc"
F4:65:A6	"Apple, Inc"
E8:9F:39	Nokia
00:07:0B	"Novabase Sgps, SA"
00:16:74	"EuroCB (Phils.), Inc"
00:1D:1E	"Kyushu Ten Co, Ltd"
10:02:B5	Intel Corp
64:2B:8A	"All Best Industrial Co, Ltd"
8C:D6:7F	EM Microelectronic
00:04:B8	"Kumahira Co, Ltd"
00:50:C2:DB:2	SoftwareCannery
0C:2D:89	QiiQ Communications Inc
54:D1:63	"Max-Tech, Inc"
70:B3:D5:7E:8	Mannkind Corp
28:B7:7C:E	Ray Pte Ltd
00:0A:33	Emulex Corp
00:50:C2:A3:7	Software Systems Plus
D0:C8:57:7	Eco Mobile
40:14:AD	"Huawei Device Co, Ltd"
00:0C:62	"Abb AB, Cewe-Control"
00:23:27	"Shouyo Electronics Co, Ltd"
20:12:57	Most Lucky Trading Ltd
9C:64:5E	Harman Consumer Group
60:D7:E3:5	Revol Tech Inc
6C:2C:DC	"Skyworth Digital Tech(Shenzhen) Co, Ltd"
00:0D:66	"Cisco Systems, Inc"
78:CA:04	Nokia Corp
C4:CB:6B	"Airista Flow, Inc"
20:E2:A8	"Apple, Inc"
00:07:22	The Nielsen Co
70:B3:D5:D6:5	Crde
8C:14:7D	Ieee Registration Authority
0C:73:EB:A	Pi Innovo Llc
18:D9:EF	"Shuttle, Inc"
88:70:33	Hangzhou Silan Microelectronic Inc
70:B3:D5:BB:A	Samriddi Automations Pvt. Ltd
00:1C:6E	"Newbury Networks, Inc"
00:1E:F4	L-3 Communications Display Systems
00:21:F5	"Western Engravers Supply, Inc"
F8:47:2D	X2gen Digital Corp Ltd
40:0E:67	Tremol Ltd
5C:EE:79	Global Digitech Co Ltd
B4:A2:EB:6	"ShenZhen Lark Acoustics Co, Ltd"
BC:BA:C2	"Hangzhou Hikvision Digital Tech Co, Ltd"
00:03:1B	"Cellvision Systems, Inc"
00:09:D8	Fält Communications AB
C0:25:5C	"Cisco Systems, Inc"
00:04:2F	"International Communications Products, Inc"
00:0B:4D	Emuzed
64:4F:42	"Jetter Co, Ltd"
F8:0D:F0	zte Corp
70:B3:D5:6D:4	Telerob Gesellschaft für Fernhantierungs
00:E0:93	Ackfin Networks
00:0F:47	Robox Spa
00:50:C2:A7:E	Densitron Tech Ltd
80:EB:77	Wistron Corp
4C:B0:E8	"Beijing RongZhi xinghua Tech Co, Ltd"
70:B3:D5:C6:9	AZ-Tech Sdn Bhd
00:09:CA	iMaxNetworks(Shenzhen)Ltd
00:50:C2:A3:3	Fuji Firmware
70:B3:D5:85:B	Tsubakimoto Chain Co
00:17:C6	Cross Match Tech Inc
1C:20:DB	"Huawei Tech Co, Ltd"
D4:A6:51	Tuya Smart Inc
F8:AF:05	"Huawei Device Co, Ltd"
00:02:AB	"Ctc Union Tech Co, Ltd"
00:21:54	D-Tacq Solutions Ltd
00:23:AE	Dell Inc
74:19:F8:E	"Volacomm Co, Ltd"
30:24:32	Intel Corp
70:B3:D5:C1:0	Scanvaegt Systems A/S
E8:78:29:B	Private
00:90:A3	Corecess Inc
00:0E:7D	Electronics Line 3000 Ltd
00:1C:EC	Mobilesoft (Aust.) Pty Ltd
00:50:C2:78:0	IQ Solutions GmbH & Co KG
64:FB:81:E	"ChengDu KeChuang LongXin Sci-Tech Co, Ltd"
2C:5D:34	"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
84:8B:CD:3	annapurnalabs
14:AE:85:6	Tmg TE GmbH
00:17:7F	Worldsmart Retech
7C:C8:D7	Damalisk
A4:4C:11	"Cisco Systems, Inc"
C0:35:80	A&R Tech
70:70:0D	"Apple, Inc"
70:B3:D5:63:E	Riken Optech Corp
D0:14:11:E	Tecnosoft srl
84:11:C2:D	Goldmund Switzerland
00:08:59	"ShenZhen Unitone Electronics Co, Ltd"
44:F4:59	"Samsung Electronics Co, Ltd"
2C:6A:6F:3	Cloudproject Generation Srl
84:A9:C4	"Huawei Tech Co, Ltd"
6C:09:0A	Gematica Srl
38:17:C3	Hewlett Packard Enterprise
00:A0:6D	Mannesmann Tally Corp
00:14:C5	Alive Tech Pty Ltd
CC:54:59	OnTime Networks AS
BC:7D:D1	Radio Data Comms
70:B3:D5:E0:0	"Jeaway Cctv Security Ltd,."
00:15:F4	Eventide
00:50:C2:72:3	"Power Electronics Espana, S.L."
F4:54:33	Rockwell Automation
CC:59:3E	Sensium Healthcare Ltd
70:B3:D5:F2:E	Shanghai Jcy Tech Co
70:B3:D5:68:0	Basf Corp
70:B3:D5:A9:6	Östling Marking Systems GmbH
08:A8:A1	"Cyclotronics Power Concepts, Inc"
C4:71:54	"TP-Link Tech Co, Ltd"
00:1A:C8	Isl (Instrumentation Scientifique de Laboratoire)
00:C6:10	"Apple, Inc"
00:50:C2:EB:0	Pulse Communication Systems Pvt. Ltd
70:B3:D5:F6:9	"Copper Labs, Inc"
84:D6:C5	SolarEdge Tech
EC:B5:FA	Philips Lighting BV
C0:A6:00	"Apple, Inc"
00:20:5F	Gammadata Computer GmbH
00:30:A0	"Tyco Submarine Systems, Ltd"
00:0F:E5	Mercury Security Corp
00:50:C2:B5:E	"Palgiken Co, Ltd"
9C:D3:5B	"Samsung Electronics Co, Ltd"
70:B3:D5:90:A	"Hangzhou SunTown Intelligent Science & Tech Co, Ltd"
00:05:77	SM Information & Communication
00:50:C2:90:3	EcoAxis Systems Pvt. Ltd
C4:EE:AE	Vss Monitoring
98:FE:03	Ericsson - North America
F4:CB:52	"Huawei Tech Co, Ltd"
04:F0:3E	"Huawei Device Co, Ltd"
00:08:76	SDSystem
00:F4:B9	"Apple, Inc"
38:3B:C8	2Wire Inc
3C:24:F0:D	Travis Holding B.V.
00:13:B4	Appear TV
00:50:C2:74:2	Fantuzzi Reggiane
00:23:80	Nanoteq
00:50:C2:E3:9	Telemetrics Inc
70:B3:D5:6D:3	Deuta Werke GmbH
D8:BB:C1	"Micro-Star Int'L Co, Ltd"
00:1B:C5:0A:E	Techlan Reti s.r.l.
AC:64:DD:2	"Shenzhen PuHua Tech Co, Ltd"
00:10:E0	Oracle Corp
00:07:E4	"SoftRadio Co, Ltd"
00:50:C2:33:E	"CA Tech, Inc"
00:11:31	"Unatech. Co, Ltd"
00:1D:B2	"Hokkaido Electric Engineering Co, Ltd"
D4:3A:E9	"Dongguan ipt Industrial Co, Ltd"
70:B3:D5:A7:3	MobiPromo
78:AA:82	"New H3c Tech Co, Ltd"
00:01:4F	Adtran Inc
00:03:1D	"Taiwan Commate Computer, Inc"
00:50:2F	"TollBridge Tech, Inc"
B0:EC:71	"Samsung Electronics Co, Ltd"
6C:40:C6	"Nimbus Data, Inc"
60:03:08	"Apple, Inc"
44:6F:D8:E	Cte
48:34:3D	Iep GmbH
F8:8A:3C:E	Avateq Corp
C0:83:59	Ieee Registration Authority
70:B3:D5:66:C	Kristech Krzysztof Kajstura
9C:DB:CB	"Wuhan Funshion Online Tech Co, Ltd"
70:B3:D5:F9:7	Typhon Treatment Systems Ltd
B4:A2:EB	Ieee Registration Authority
44:A9:2C:B	"Amethystum Storage Tech Co, Ltd"
00:C0:16	Electronic Theatre Controls
00:90:52	Selcom Elettronica S.R.L.
00:02:D9	Reliable Controls
A0:5A:A4	"Grand Products Nevada, Inc"
40:D8:55:18:9	Yoozma Corp
78:A3:51	"Shenzhen Zhibotong Electronics Co, Ltd"
00:21:A7	"Hantle System Co, Ltd"
00:50:C2:D9:5	Honeywell
A0:D7:95	"Apple, Inc"
70:B3:D5:FA:6	"Rfl Electronics, Inc"
84:29:99	"Apple, Inc"
60:15:92:6	"Beijing Kuangshi Tech Co, Ltd"
D8:A0:11	WiZ
00:0D:0B	Buffalo.Inc
8C:1F:64:B0:3	"Shenzhen Pisoftware Tech Co, Ltd"
C0:D3:91:7	"ALNETz Co, Ltd"
1C:82:59:C	Evondos Oy
00:D0:3E	"Rocketchips, Inc"
02:AA:3C	Olivetti Telecomm Spa (Olteco)
00:04:55	Antara.net
00:23:19	Sielox Llc
00:50:C2:DE:C	VendNovation Llc
68:91:D0:6	femrice
00:00:E7	Star Gate Tech
00:0C:DC	"Becs Tech, Inc"
00:13:53	Hydac Filtertechnik GmbH
AC:A9:A0	"Audioengine, Ltd"
3C:CD:57	"Beijing Xiaomi Mobile Software Co, Ltd"
90:94:97	"Huawei Tech Co, Ltd"
00:20:F7	Cyberdata Corp
00:06:7D	Takasago Ltd
00:0C:E2	Rolls-Royce
74:EA:3A	"TP-Link Tech Co, Ltd"
EA:34:B4	ThinkRF Inc
74:C3:30	"Shenzhen Fast Tech Co, Ltd"
00:40:ED	Network Controls Int'Natl Inc
00:50:C2:9B:0	Ebru GmbH
9C:A9:E4	zte Corp
70:B3:D5:CA:4	Netemera Sp. z o.o.
00:20:FC	Matrox
00:02:51	"Soma Networks, Inc"
00:15:B3	Caretech AB
9C:B7:0D	Liteon Tech Corp
00:1A:9C	"RightHand Tech, Inc"
00:50:C2:6D:D	Zmicro Systems Inc
64:6A:52	Avaya Inc
70:B3:D5:DD:0	Deep Secure Ltd
44:D5:F2:3	Vuro Llc
00:50:C2:17:9	Verifiber Llc
00:0A:C9	Zambeel Inc
00:13:29	"Vsst Co, Ltd"
00:17:FF	"Playline Co, Ltd"
00:1E:AA	E-Senza Tech GmbH
BC:F8:11	"Xiamen Dnake Tech Co, Ltd"
00:16:31	Xteam
00:1D:D5	"Arris Group, Inc"
00:25:B1	Maya-Creation Corp
F8:51:28	SimpliSafe
44:6F:D8:B	"Beijing gpthink Tech Co, Ltd"
00:50:C2:6A:E	Qualisys AB
00:22:7E	Chengdu 30Kaitian Communication Industry CoLtd
00:26:7D	A-Max Tech Macao Commercial Offshore Co Ltd
B4:E1:C4	Microsoft Mobile Oy
70:B3:D5:03:2	"iFreecomm Tech Co, Ltd"
E4:B2:FB	"Apple, Inc"
48:BD:0E	Quanta Storage Inc
00:E0:64	Samsung Electronics
00:90:13	Samsan Corp
00:50:C2:1E:F	M2 Tech Pty Ltd
BC:30:7E	Wistron Neweb Corp
28:CA:09	"ThyssenKrupp Elevators (Shanghai) Co, Ltd"
70:B3:D5:40:2	Akis Tech
00:14:23	J-S Co Neurocom
00:50:C2:5C:2	"Intuitive Surgical, Inc"
B4:39:D6	ProCurve Networking by HP
88:CC:45	"Skyworth Digital Tech(Shenzhen) Co, Ltd"
70:B3:D5:92:7	LG Electronics
BC:97:E1	Broadcom Ltd
E0:B6:F5:A	Folksam AB
70:B3:D5:52:3	Tibit Communications
60:A5:E2	Intel Corp
08:00:1D	Able Communications Inc
00:24:00	Nortel Networks
C8:67:5E	"Extreme Networks, Inc"
AC:84:C9	Sagemcom Broadband Sas
00:40:54	Connection Machines Services
00:50:C2:5D:1	Meucci Solutions
04:F9:38	"Huawei Tech Co, Ltd"
20:A6:CD	Hewlett Packard Enterprise
70:B3:D5:AD:1	Sensile Tech SA
E4:90:FD	"Apple, Inc"
00:21:E4	I-Win
00:12:F0	Intel Corp
70:B3:D5:8F:C	Mianjie Tech
00:A0:1C	Nascent Networks Corp
BC:77:9F	"Sbm Co, Ltd"
2C:6A:6F:6	"Beep, Inc"
CC:3A:DF	Neptune Tech Group Inc
EC:94:D5	Juniper Networks
0C:0E:76	D-Link International
00:50:C2:BD:6	"BG Systems, Inc"
